SIMAN Run Controller.

0.0 Seconds>
                                      ARENA Simulation Results
                                                user

                                  Summary for Replication 1 of 10

Project: Assembly line                                               Run execution date : 9/20/2025
Analyst: FATIHA                                                      Model revision date: 9/20/2025

Replication ended at time      : 600.0 Seconds 
Base Time Units: Seconds

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations

                                             OUTPUTS

Identifier                                   Value
_____________________________________________________________

Process 15 Accum Wait Cost                  .00000    
Process 14 Accum Wait Cost                  .00000    
Process 13 Accum Wait Cost                  .00000    
Process 12 Accum Wait Cost                  .00000    
Process 11 Accum Wait Cost                  .00000    
Process 10 Accum Wait Cost                  .00000    
Process 5 Number Out                        30.000    
Process 3 Accum Wait Time                   .00000    
Process 6 Total Accum Cost                  28.254    
Process 4 Number Out                        31.000    
Process 9 Accum VA Cost                     6.2947    
Process 2 Total Accum Cost                  16.254    
Process 8 Accum Wait Time                   .00000    
Process 2 Number Out                        32.000    
Process 4 Accum Wait Time                   5.2910    
Process 2 Number In                         44.000    
Process 10 Number Out                       11.000    
Process 3 Number In                         32.000    
Process 8 Accum Wait Cost                   .00000    
Process 1 Accum Wait Time                   1244.8    
Process 11 Number Out                       10.000    
Process 2 Total Accum Time                  2633.9    
Process 8 Accum VA Time                     160.26    
Process 7 Total Accum Time                  223.07    
Process 14 Number Out                       9.0000    
Process 2 Accum VA Cost                     16.254    
Process 6 Number In                         30.000    
Process 7 Accum VA Time                     223.07    
Process 9 Total Accum Cost                  6.2947    
Process 5 Total Accum Time                  377.28    
Process 6 Accum VA Time                     508.58    
Process 15 Number Out                       8.0000    
Process 7 Accum VA Cost                     6.1966    
Process 7 Accum Wait Cost                   .00000    
Process 15 Total Accum Time                 303.74    
Process 14 Total Accum Time                 264.65    
Process 13 Total Accum Time                 128.95    
Process 12 Total Accum Time                 132.71    
Process 11 Total Accum Time                 278.41    
Process 10 Total Accum Time                 1112.8    
Process 1 Number In                         48.000    
Process 9 Accum Wait Time                   3.7536    
Process 2 Accum Wait Time                   2048.7    
Process 4 Accum Wait Cost                   .00000    
Process 12 Number Out                       10.000    
Process 7 Accum Wait Time                   .00000    
Process 5 Accum VA Time                     369.67    
Process 8 Total Accum Time                  160.26    
Process 8 Number In                         18.000    
Process 9 Number In                         18.000    
Process 5 Accum Wait Time                   7.6120    
Process 9 Accum Wait Cost                   .00000    
Process 15 Accum VA Cost                    5.6909    
Process 14 Accum VA Cost                    14.702    
Process 13 Accum VA Cost                    3.5820    
Process 12 Accum VA Cost                    2.5805    
Process 11 Accum VA Cost                    15.467    
Process 10 Accum VA Cost                    38.155    
Process 9 Total Accum Time                  327.48    
Process 6 Accum Wait Time                   1587.9    
Process 7 Number Out                        18.000    
Process 6 Number Out                        18.000    
Process 5 Accum VA Cost                     10.268    
Process 3 Total Accum Cost                  5.5664    
Process 1 Total Accum Time                  1826.4    
Process 15 Accum VA Time                    292.67    
Process 14 Accum VA Time                    264.63    
Process 13 Accum VA Time                    128.95    
Process 12 Accum VA Time                    132.71    
Process 11 Accum VA Time                    278.41    
Process 10 Accum VA Time                    457.86    
Process 3 Accum VA Cost                     5.5664    
Process 5 Total Accum Cost                  10.268    
Process 2 Accum VA Time                     585.15    
Process 8 Total Accum Cost                  4.4517    
Process 13 Number Out                       10.000    
Process 3 Accum VA Time                     200.39    
Process 7 Total Accum Cost                  6.1966    
Process 1 Accum VA Time                     581.67    
Process 3 Total Accum Time                  200.39    
Process 7 Number In                         18.000    
Process 5 Number In                         31.000    
Process 15 Accum Wait Time                  11.071    
Process 14 Accum Wait Time                  .02148    
Process 13 Accum Wait Time                  .00000    
Process 12 Accum Wait Time                  .00000    
Process 11 Accum Wait Time                  .00000    
Process 10 Accum Wait Time                  654.93    
Process 4 Number In                         31.000    
Process 8 Accum VA Cost                     4.4517    
Process 5 Accum Wait Cost                   .00000    
Process 3 Accum Wait Cost                   .00000    
Process 4 Accum VA Time                     384.74    
Process 4 Accum VA Cost                     10.687    
Process 1 Accum VA Cost                     11.310    
Process 9 Accum VA Time                     323.72    
Process 4 Total Accum Cost                  10.687    
Process 8 Number Out                        18.000    
Process 1 Accum Wait Cost                   .00000    
Process 3 Number Out                        31.000    
Process 6 Total Accum Time                  2096.5    
Process 9 Number Out                        17.000    
Process 6 Accum VA Cost                     28.254    
Process 15 Total Accum Cost                 5.6909    
Process 14 Total Accum Cost                 14.702    
Process 13 Total Accum Cost                 3.5820    
Process 12 Total Accum Cost                 2.5805    
Process 11 Total Accum Cost                 15.467    
Process 10 Total Accum Cost                 38.155    
Process 6 Accum Wait Cost                   .00000    
Process 15 Number In                        9.0000    
Process 14 Number In                        10.000    
Process 13 Number In                        10.000    
Process 12 Number In                        10.000    
Process 11 Number In                        11.000    
Process 10 Number In                        17.000    
Process 2 Accum Wait Cost                   .00000    
Process 1 Total Accum Cost                  11.310    
Process 1 Number Out                        44.000    
Process 4 Total Accum Time                  390.03    
Entity 1.NumberIn                           48.000    
Entity 1.NumberOut                          8.0000    
Operator 15.NumberSeized                    10.000    
Operator 15.ScheduledUtilization            .44106    
Operator 15.BusyCost                        7.3510    
Operator 15.IdleCost                        .00000    
Operator 15.UsageCost                       .00000    
Operator 14.NumberSeized                    10.000    
Operator 14.ScheduledUtilization            .21492    
Operator 14.BusyCost                        3.5820    
Operator 14.IdleCost                        .00000    
Operator 14.UsageCost                       .00000    
Operator 16.NumberSeized                    10.000    
Operator 16.ScheduledUtilization            .44106    
Operator 16.BusyCost                        7.3510    
Operator 16.IdleCost                        .00000    
Operator 16.UsageCost                       .00000    
Operator 11.NumberSeized                    12.000    
Operator 11.ScheduledUtilization            .77783    
Operator 11.BusyCost                        12.718    
Operator 11.IdleCost                        .00000    
Operator 11.UsageCost                       .00000    
Operator 10.NumberSeized                    12.000    
Operator 10.ScheduledUtilization            .77783    
Operator 10.BusyCost                        12.718    
Operator 10.IdleCost                        .00000    
Operator 10.UsageCost                       .00000    
Operator 13.NumberSeized                    11.000    
Operator 13.ScheduledUtilization            .47707    
Operator 13.BusyCost                        7.7336    
Operator 13.IdleCost                        .00000    
Operator 13.UsageCost                       .00000    
Operator 12.NumberSeized                    11.000    
Operator 12.ScheduledUtilization            .47707    
Operator 12.BusyCost                        7.7336    
Operator 12.IdleCost                        .00000    
Operator 12.UsageCost                       .00000    
Helper 1.NumberSeized                       45.000    
Helper 1.ScheduledUtilization               .98197    
Helper 1.BusyCost                           11.310    
Helper 1.IdleCost                           .00000    
Helper 1.UsageCost                          .00000    
Helper 3.NumberSeized                       10.000    
Helper 3.ScheduledUtilization               .22119    
Helper 3.BusyCost                           2.5805    
Helper 3.IdleCost                           .00000    
Helper 3.UsageCost                          .00000    
Helper 2.NumberSeized                       18.000    
Helper 2.ScheduledUtilization               .54916    
Helper 2.BusyCost                           6.2947    
Helper 2.IdleCost                           .00000    
Helper 2.UsageCost                          .00000    
Helper 4.NumberSeized                       9.0000    
Helper 4.ScheduledUtilization               .50915    
Helper 4.BusyCost                           5.6909    
Helper 4.IdleCost                           .00000    
Helper 4.UsageCost                          .00000    
Operator 9.NumberSeized                     12.000    
Operator 9.ScheduledUtilization             .77783    
Operator 9.BusyCost                         12.718    
Operator 9.IdleCost                         .00000    
Operator 9.UsageCost                        .00000    
Operator 8.NumberSeized                     18.000    
Operator 8.ScheduledUtilization             .26710    
Operator 8.BusyCost                         4.4517    
Operator 8.IdleCost                         .00000    
Operator 8.UsageCost                        .00000    
Operator 7.NumberSeized                     18.000    
Operator 7.ScheduledUtilization             .37180    
Operator 7.BusyCost                         6.1966    
Operator 7.IdleCost                         .00000    
Operator 7.UsageCost                        .00000    
Operator 6.NumberSeized                     19.000    
Operator 6.ScheduledUtilization             .88845    
Operator 6.BusyCost                         14.127    
Operator 6.IdleCost                         .00000    
Operator 6.UsageCost                        .00000    
Operator 5.NumberSeized                     19.000    
Operator 5.ScheduledUtilization             .88845    
Operator 5.BusyCost                         14.127    
Operator 5.IdleCost                         .00000    
Operator 5.UsageCost                        .00000    
Operator 4.NumberSeized                     31.000    
Operator 4.ScheduledUtilization             .61895    
Operator 4.BusyCost                         10.268    
Operator 4.IdleCost                         .00000    
Operator 4.UsageCost                        .00000    
Operator 3.NumberSeized                     31.000    
Operator 3.ScheduledUtilization             .64124    
Operator 3.BusyCost                         10.687    
Operator 3.IdleCost                         .00000    
Operator 3.UsageCost                        .00000    
Operator 2.NumberSeized                     32.000    
Operator 2.ScheduledUtilization             .33900    
Operator 2.BusyCost                         5.5664    
Operator 2.IdleCost                         .00000    
Operator 2.UsageCost                        .00000    
Operator 1.NumberSeized                     33.000    
Operator 1.ScheduledUtilization             .98193    
Operator 1.BusyCost                         16.254    
Operator 1.IdleCost                         .00000    
Operator 1.UsageCost                        .00000    
All Entities.VACost                         179.46    
All Entities.NVACost                        .00000    
All Entities.WaitCost                       .00000    
All Entities.TranCost                       .00000    
All Entities.OtherCost                      .00000    
All Entities.TotalCost                      179.46    
All Resources.BusyCost                      179.46    
All Resources.IdleCost                      .00000    
All Resources.UsageCost                     .00000    
All Resources.TotalCost                     179.46    
System.TotalCost                            179.46    
System.NumberOut                            8.0000    

Beginning replication 3 of 10

                                      ARENA Simulation Results
                                                user

                                  Summary for Replication 3 of 10

Project: Assembly line                                               Run execution date : 9/20/2025
Analyst: FATIHA                                                      Model revision date: 9/20/2025

Replication ended at time      : 600.0 Seconds 
Base Time Units: Seconds

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
___________________________________________________________________________________________________

Process 13.WaitTimePerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 10.TotalCostPerEntity               3.3511     (Insuf)    2.8923     3.8862         11    
Process 14.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000          9    
Process 12.VACostPerEntity                  .20928     (Insuf)    .16928     .29813         10    
Process 10.WaitTimePerEntity                67.654     (Insuf)    .00000     120.22         11    
Process 13.VATimePerEntity                  13.845     (Insuf)    11.661     15.909         10    
Process 9.TotalCostPerEntity                .34099     (Insuf)    .27655     .43771         17    
Process 8.TotalCostPerEntity                .18357     (Insuf)    .10911     .29446         18    
Process 7.TotalCostPerEntity                .37571     (Insuf)    .28867     .68609         18    
Process 6.TotalCostPerEntity                1.5679     (Insuf)    1.3422     1.8325         19    
Process 5.TotalCostPerEntity                .34117     (Insuf)    .27039     .47129         32    
Process 4.TotalCostPerEntity                .33561     (Insuf)    .29074     .42393         33    
Process 3.TotalCostPerEntity                .17434     (Insuf)    .14540     .25405         34    
Process 2.TotalCostPerEntity                .47037     (Insuf)    .37837     .60920         34    
Process 1.TotalCostPerEntity                .23735     (Insuf)    .17802     .33630         46    
Process 9.VACostPerEntity                   .34099     (Insuf)    .27655     .43771         17    
Process 8.VACostPerEntity                   .18357     (Insuf)    .10911     .29446         18    
Process 7.VACostPerEntity                   .37571     (Insuf)    .28867     .68609         18    
Process 6.VACostPerEntity                   1.5679     (Insuf)    1.3422     1.8325         19    
Process 5.VACostPerEntity                   .34117     (Insuf)    .27039     .47129         32    
Process 4.VACostPerEntity                   .33561     (Insuf)    .29074     .42393         33    
Process 3.VACostPerEntity                   .17434     (Insuf)    .14540     .25405         34    
Process 2.VACostPerEntity                   .47037     (Insuf)    .37837     .60920         34    
Process 1.VACostPerEntity                   .23735     (Insuf)    .17802     .33630         46    
Process 13.VACostPerEntity                  .38460     (Insuf)    .32394     .44192         10    
Process 11.TotalCostPerEntity               1.5312     (Insuf)    1.4572     1.6573         10    
Process 15.VATimePerEntity                  36.323     (Insuf)    35.364     37.754          8    
Process 15.WaitTimePerEntity                1.6664     (Insuf)    .00000     5.9475          8    
Process 14.TotalTimePerEntity               29.160     (Insuf)    25.807     33.459          9    
Process 11.VATimePerEntity                  27.562     (Insuf)    26.230     29.831         10    
Process 13.TotalTimePerEntity               13.845     (Insuf)    11.661     15.909         10    
Process 13.TotalCostPerEntity               .38460     (Insuf)    .32394     .44192         10    
Process 14.VACostPerEntity                  1.6193     (Insuf)    1.4337     1.8588          9    
Process 11.VACostPerEntity                  1.5312     (Insuf)    1.4572     1.6573         10    
Process 11.TotalTimePerEntity               27.562     (Insuf)    26.230     29.831         10    
Process 15.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000          8    
Process 9.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         17    
Process 8.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         18    
Process 7.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         18    
Process 6.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         19    
Process 5.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         32    
Process 4.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         33    
Process 3.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         34    
Process 2.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         34    
Process 1.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         46    
Process 13.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 14.VATimePerEntity                  29.147     (Insuf)    25.807     33.459          9    
Process 15.TotalTimePerEntity               37.990     (Insuf)    35.587     41.745          8    
Process 12.TotalCostPerEntity               .20928     (Insuf)    .16928     .29813         10    
Process 12.TotalTimePerEntity               10.762     (Insuf)    8.7056     15.332         10    
Process 12.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 9.VATimePerEntity                   17.536     (Insuf)    14.222     22.510         17    
Process 8.VATimePerEntity                   6.6084     (Insuf)    3.9278     10.600         18    
Process 7.VATimePerEntity                   13.525     (Insuf)    10.392     24.699         18    
Process 6.VATimePerEntity                   28.222     (Insuf)    24.160     32.985         19    
Process 5.VATimePerEntity                   12.282     (Insuf)    9.7341     16.966         32    
Process 4.VATimePerEntity                   12.082     (Insuf)    10.466     15.261         33    
Process 3.VATimePerEntity                   6.2761     (Insuf)    5.2343     9.1459         34    
Process 2.VATimePerEntity                   16.933     (Insuf)    13.621     21.931         34    
Process 1.VATimePerEntity                   12.206     (Insuf)    9.1552     17.295         46    
Process 14.WaitTimePerEntity                .01248     (Insuf)    .00000     .11231          9    
Process 15.TotalCostPerEntity               .70630     (Insuf)    .68765     .73412          8    
Process 11.WaitTimePerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 10.TotalTimePerEntity               107.86     (Insuf)    42.358     166.85         11    
Process 9.TotalTimePerEntity                17.775     (Insuf)    14.222     22.510         17    
Process 8.TotalTimePerEntity                6.6084     (Insuf)    3.9278     10.600         18    
Process 7.TotalTimePerEntity                13.555     (Insuf)    10.392     24.699         18    
Process 6.TotalTimePerEntity                127.91     (Insuf)    26.971     230.33         19    
Process 5.TotalTimePerEntity                12.318     (Insuf)    9.7341     16.966         32    
Process 4.TotalTimePerEntity                12.085     (Insuf)    10.466     15.261         33    
Process 3.TotalTimePerEntity                6.2761     (Insuf)    5.2343     9.1459         34    
Process 2.TotalTimePerEntity                80.095     (Insuf)    15.266     145.03         34    
Process 1.TotalTimePerEntity                18.184     (Insuf)    9.4408     33.650         46    
Process 14.TotalCostPerEntity               1.6193     (Insuf)    1.4337     1.8588          9    
Process 15.VACostPerEntity                  .70630     (Insuf)    .68765     .73412          8    
Process 12.WaitTimePerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 9.WaitTimePerEntity                 .23852     (Insuf)    .00000     4.0549         17    
Process 8.WaitTimePerEntity                 .00000     (Insuf)    .00000     .00000         18    
Process 7.WaitTimePerEntity                 .02995     (Insuf)    .00000     .53914         18    
Process 6.WaitTimePerEntity                 99.693     (Insuf)    .00000     203.58         19    
Process 5.WaitTimePerEntity                 .03622     (Insuf)    .00000     1.1590         32    
Process 4.WaitTimePerEntity                 .00316     (Insuf)    .00000     .10442         33    
Process 3.WaitTimePerEntity                 .00000     (Insuf)    .00000     .00000         34    
Process 2.WaitTimePerEntity                 63.162     (Insuf)    .00000     129.92         34    
Process 1.WaitTimePerEntity                 5.9779     (Insuf)    .00000     19.219         46    
Process 10.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000         11    
Process 12.VATimePerEntity                  10.762     (Insuf)    8.7056     15.332         10    
Process 11.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 10.VACostPerEntity                  3.3511     (Insuf)    2.8923     3.8862         11    
Process 10.VATimePerEntity                  40.213     (Insuf)    34.708     46.634         11    
Entity 1.VATime                             283.95     (Insuf)    265.50     295.49          8    
Entity 1.NVATime                            .00000     (Insuf)    .00000     .00000          8    
Entity 1.WaitTime                           105.32     (Insuf)    .00000     203.87          8    
Entity 1.TranTime                           15.000     (Insuf)    15.000     15.000          8    
Entity 1.OtherTime                          .00000     (Insuf)    .00000     .00000          8    
Entity 1.TotalTime                          404.27     (Insuf)    306.82     499.19          8    
Entity 1.VACost                             11.821     (Insuf)    10.945     12.330          8    
Entity 1.NVACost                            .00000     (Insuf)    .00000     .00000          8    
Entity 1.WaitCost                           .00000     (Insuf)    .00000     .00000          8    
Entity 1.TranCost                           .00000     (Insuf)    .00000     .00000          8    
Entity 1.OtherCost                          .00000     (Insuf)    .00000     .00000          8    
Entity 1.TotalCost                          11.821     (Insuf)    10.945     12.330          8    
Process 8.Queue.WaitingTime                 .00000     (Insuf)    .00000     .00000         18    
Process 8.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         18    
Process 5.Queue.WaitingTime                 .09963     (Insuf)    .00000     2.1288         33    
Process 5.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         33    
Process 9.Queue.WaitingTime                 .22527     (Insuf)    .00000     4.0549         18    
Process 9.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         18    
Process 4.Queue.WaitingTime                 .00307     (Insuf)    .00000     .10442         34    
Process 4.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         34    
Process 2.Queue.WaitingTime                 64.932     (Insuf)    .00000     129.92         35    
Process 2.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         35    
Process 7.Queue.WaitingTime                 .02995     (Insuf)    .00000     .53914         18    
Process 7.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         18    
Process 6.Queue.WaitingTime                 105.36     (Insuf)    .00000     213.02         20    
Process 6.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         20    
Process 15.Queue.WaitingTime                2.1440     (Insuf)    .00000     5.9643          9    
Process 15.Queue.WaitingCost                .00000     (Insuf)    .00000     .00000          9    
Process 14.Queue.WaitingTime                .01123     (Insuf)    .00000     .11231         10    
Process 14.Queue.WaitingCost                .00000     (Insuf)    .00000     .00000         10    
Process 13.Queue.WaitingTime                .00000     (Insuf)    .00000     .00000         10    
Process 13.Queue.WaitingCost                .00000     (Insuf)    .00000     .00000         10    
Process 12.Queue.WaitingTime                .00000     (Insuf)    .00000     .00000         10    
Process 12.Queue.WaitingCost                .00000     (Insuf)    .00000     .00000         10    
Process 11.Queue.WaitingTime                .00000     (Insuf)    .00000     .00000         11    
Process 11.Queue.WaitingCost                .00000     (Insuf)    .00000     .00000         11    
Process 10.Queue.WaitingTime                72.399     (Insuf)    .00000     124.59         12    
Process 10.Queue.WaitingCost                .00000     (Insuf)    .00000     .00000         12    
Process 1.Queue.WaitingTime                 5.9059     (Insuf)    .00000     19.219         47    
Process 1.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         47    
Process 3.Queue.WaitingTime                 .00000     (Insuf)    .00000     .00000         34    
Process 3.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         34    

                                     DISCRETE-CHANGE VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Final Value
___________________________________________________________________________________________________

Entity 1.WIP                                21.809     (Insuf)    .00000     39.000     39.000    
Operator 15.NumberBusy                      .46052     (Insuf)    .00000     1.0000     1.0000    
Operator 15.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 15.Utilization                     .46052     (Insuf)    .00000     1.0000     1.0000    
Operator 14.NumberBusy                      .23076     (Insuf)    .00000     1.0000     .00000    
Operator 14.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 14.Utilization                     .23076     (Insuf)    .00000     1.0000     .00000    
Operator 16.NumberBusy                      .46052     (Insuf)    .00000     1.0000     1.0000    
Operator 16.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 16.Utilization                     .46052     (Insuf)    .00000     1.0000     1.0000    
Operator 11.NumberBusy                      .76984     (Insuf)    .00000     1.0000     1.0000    
Operator 11.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 11.Utilization                     .76984     (Insuf)    .00000     1.0000     1.0000    
Operator 10.NumberBusy                      .76984     (Insuf)    .00000     1.0000     1.0000    
Operator 10.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 10.Utilization                     .76984     (Insuf)    .00000     1.0000     1.0000    
Operator 13.NumberBusy                      .49029     (Insuf)    .00000     1.0000     1.0000    
Operator 13.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 13.Utilization                     .49029     (Insuf)    .00000     1.0000     1.0000    
Operator 12.NumberBusy                      .49029     (Insuf)    .00000     1.0000     1.0000    
Operator 12.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 12.Utilization                     .49029     (Insuf)    .00000     1.0000     1.0000    
Helper 1.NumberBusy                         .94982     (Insuf)    .00000     1.0000     1.0000    
Helper 1.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Helper 1.Utilization                        .94982     (Insuf)    .00000     1.0000     1.0000    
Helper 3.NumberBusy                         .17938     (Insuf)    .00000     1.0000     .00000    
Helper 3.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Helper 3.Utilization                        .17938     (Insuf)    .00000     1.0000     .00000    
Helper 2.NumberBusy                         .50516     (Insuf)    .00000     1.0000     1.0000    
Helper 2.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Helper 2.Utilization                        .50516     (Insuf)    .00000     1.0000     1.0000    
Helper 4.NumberBusy                         .50755     (Insuf)    .00000     1.0000     1.0000    
Helper 4.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Helper 4.Utilization                        .50755     (Insuf)    .00000     1.0000     1.0000    
Operator 9.NumberBusy                       .76984     (Insuf)    .00000     1.0000     1.0000    
Operator 9.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 9.Utilization                      .76984     (Insuf)    .00000     1.0000     1.0000    
Operator 8.NumberBusy                       .19825     (Insuf)    .00000     1.0000     .00000    
Operator 8.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 8.Utilization                      .19825     (Insuf)    .00000     1.0000     .00000    
Operator 7.NumberBusy                       .40577     (Insuf)    .00000     1.0000     .00000    
Operator 7.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 7.Utilization                      .40577     (Insuf)    .00000     1.0000     .00000    
Operator 6.NumberBusy                       .89389     (Insuf)    .00000     1.0000     1.0000    
Operator 6.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 6.Utilization                      .89389     (Insuf)    .00000     1.0000     1.0000    
Operator 5.NumberBusy                       .89389     (Insuf)    .00000     1.0000     1.0000    
Operator 5.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 5.Utilization                      .89389     (Insuf)    .00000     1.0000     1.0000    
Operator 4.NumberBusy                       .65727     (Insuf)    .00000     1.0000     1.0000    
Operator 4.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 4.Utilization                      .65727     (Insuf)    .00000     1.0000     1.0000    
Operator 3.NumberBusy                       .66799     (Insuf)    .00000     1.0000     1.0000    
Operator 3.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 3.Utilization                      .66799     (Insuf)    .00000     1.0000     1.0000    
Operator 2.NumberBusy                       .35565     (Insuf)    .00000     1.0000     .00000    
Operator 2.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 2.Utilization                      .35565     (Insuf)    .00000     1.0000     .00000    
Operator 1.NumberBusy                       .97621     (Insuf)    .00000     1.0000     1.0000    
Operator 1.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 1.Utilization                      .97621     (Insuf)    .00000     1.0000     1.0000    
Process 8.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
Process 5.Queue.NumberInQueue               .00548     (Insuf)    .00000     1.0000     .00000    
Process 9.Queue.NumberInQueue               .00676     (Insuf)    .00000     1.0000     .00000    
Process 4.Queue.NumberInQueue               1.7403E-04 (Insuf)    .00000     1.0000     .00000    
Process 2.Queue.NumberInQueue               4.9955     (Insuf)    .00000     11.000     11.000    
Process 7.Queue.NumberInQueue               8.9856E-04 (Insuf)    .00000     1.0000     .00000    
Process 6.Queue.NumberInQueue               5.5279     (Insuf)    .00000     13.000     12.000    
Process 15.Queue.NumberInQueue              .03216     (Insuf)    .00000     1.0000     .00000    
Process 14.Queue.NumberInQueue              1.8718E-04 (Insuf)    .00000     1.0000     .00000    
Process 13.Queue.NumberInQueue              .00000     (Insuf)    .00000     .00000     .00000    
Process 12.Queue.NumberInQueue              .00000     (Insuf)    .00000     .00000     .00000    
Process 11.Queue.NumberInQueue              .00000     (Insuf)    .00000     .00000     .00000    
Process 10.Queue.NumberInQueue              2.0154     (Insuf)    .00000     5.0000     5.0000    
Process 1.Queue.NumberInQueue               .46263     (Insuf)    .00000     2.0000     .00000    
Process 3.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    

                                             OUTPUTS

Identifier                                   Value
_____________________________________________________________

Process 15 Accum Wait Cost                  .00000    
Process 14 Accum Wait Cost                  .00000    
Process 13 Accum Wait Cost                  .00000    
Process 12 Accum Wait Cost                  .00000    
Process 11 Accum Wait Cost                  .00000    
Process 10 Accum Wait Cost                  .00000    
Process 5 Number Out                        32.000    
Process 3 Accum Wait Time                   .00000    
Process 6 Total Accum Cost                  29.790    
Process 4 Number Out                        33.000    
Process 9 Accum VA Cost                     5.7968    
Process 2 Total Accum Cost                  15.992    
Process 8 Accum Wait Time                   .00000    
Process 2 Number Out                        34.000    
Process 4 Accum Wait Time                   .10442    
Process 2 Number In                         46.000    
Process 10 Number Out                       11.000    
Process 3 Number In                         34.000    
Process 8 Accum Wait Cost                   .00000    
Process 1 Accum Wait Time                   274.98    
Process 11 Number Out                       10.000    
Process 2 Total Accum Time                  2723.2    
Process 8 Accum VA Time                     118.95    
Process 7 Total Accum Time                  244.00    
Process 14 Number Out                       9.0000    
Process 2 Accum VA Cost                     15.992    
Process 6 Number In                         32.000    
Process 7 Accum VA Time                     243.46    
Process 9 Total Accum Cost                  5.7968    
Process 5 Total Accum Time                  394.18    
Process 6 Accum VA Time                     536.22    
Process 15 Number Out                       8.0000    
Process 7 Accum VA Cost                     6.7628    
Process 7 Accum Wait Cost                   .00000    
Process 15 Total Accum Time                 303.92    
Process 14 Total Accum Time                 262.44    
Process 13 Total Accum Time                 138.45    
Process 12 Total Accum Time                 107.62    
Process 11 Total Accum Time                 275.62    
Process 10 Total Accum Time                 1186.5    
Process 1 Number In                         47.000    
Process 9 Accum Wait Time                   4.0549    
Process 2 Accum Wait Time                   2147.5    
Process 4 Accum Wait Cost                   .00000    
Process 12 Number Out                       10.000    
Process 7 Accum Wait Time                   .53914    
Process 5 Accum VA Time                     393.02    
Process 8 Total Accum Time                  118.95    
Process 8 Number In                         18.000    
Process 9 Number In                         18.000    
Process 5 Accum Wait Time                   1.1590    
